appid,name,date,price,score,bucket,missed_savings_pct
782330,DOOM_Eternal,2026-03-26,1799.0,66.53271028037383,Fair Deal,0.0
1562430,DREDGE,2023-06-21,1599.0,96.69349195241426,Excellent Buy,6.2539086929330825
1562430,DREDGE,2023-07-13,1999.0,77.13967310549776,Good Value,25.012506253126567
1562430,DREDGE,2023-08-03,1499.0,96.72185430463576,Excellent Buy,-6.671114076050701
1562430,DREDGE,2023-08-17,1999.0,76.72185430463576,Good Value,20.01000500250125
1562430,DREDGE,2023-09-18,1599.0,89.27272727272727,Excellent Buy,6.2539086929330825
1562430,DREDGE,2023-09-25,1999.0,77.27272727272727,Good Value,25.012506253126567
1562430,DREDGE,2023-10-26,1499.0,95.65862708719851,Excellent Buy,0.0
1562430,DREDGE,2023-11-07,1999.0,78.5649102148955,Good Value,25.012506253126567
1562430,DREDGE,2023-11-21,1499.0,98.5649102148955,Excellent Buy,0.0
1562430,DREDGE,2023-11-29,1999.0,78.5649102148955,Good Value,30.015007503751878
1562430,DREDGE,2023-12-07,1499.0,96.15785813630042,Excellent Buy,6.671114076050701
1562430,DREDGE,2024-01-05,1999.0,67.4130808950086,Fair Deal,30.015007503751878
1562430,DREDGE,2024-01-22,1399.0,95.4130808950086,Excellent Buy,0.0
1562430,DREDGE,2024-02-05,1999.0,76.27027027027026,Good Value,30.015007503751878
1562430,DREDGE,2024-03-06,1399.0,96.59176029962546,Excellent Buy,0.0
1562430,DREDGE,2024-03-13,1999.0,68.59176029962546,Fair Deal,30.015007503751878
1562430,DREDGE,2024-03-14,1399.0,96.59176029962546,Excellent Buy,0.0
1562430,DREDGE,2024-03-21,1999.0,68.59176029962546,Fair Deal,30.015007503751878
1562430,DREDGE,2024-04-01,1889.0,67.81288343558282,Fair Deal,25.93965060878772
1562430,DREDGE,2024-04-15,1999.0,67.81288343558282,Fair Deal,35.01750875437719
1562430,DREDGE,2024-04-15,1399.0,95.81288343558282,Excellent Buy,7.147962830593281
1562430,DREDGE,2024-04-29,1999.0,67.81288343558282,Fair Deal,35.01750875437719
1562430,DREDGE,2024-06-13,1299.0,96.45669291338582,Excellent Buy,0.0
1562430,DREDGE,2024-07-11,1999.0,68.38888888888889,Fair Deal,35.01750875437719
1562430,DREDGE,2024-07-29,1754.0,68.38888888888889,Fair Deal,26.51083238312429
1562430,DREDGE,2024-08-05,1999.0,68.43391521197007,Fair Deal,35.51775887943972
1562430,DREDGE,2024-08-08,1299.0,96.43391521197007,Excellent Buy,0.7698229407236336
1562430,DREDGE,2024-08-22,1999.0,68.43391521197007,Fair Deal,40.0200100050025
1562430,DREDGE,2024-09-16,1289.0,96.61898569570872,Excellent Buy,6.982156710628394
1562430,DREDGE,2024-09-30,1999.0,68.61898569570872,Fair Deal,40.0200100050025
1562430,DREDGE,2024-10-21,1199.0,96.66666666666666,Excellent Buy,16.680567139282733
1562430,DREDGE,2024-11-04,1289.0,90.14134078212291,Excellent Buy,22.498060512024825
1562430,DREDGE,2024-11-14,1999.0,68.44134078212291,Fair Deal,50.025012506253134
1562430,DREDGE,2024-11-27,1199.0,96.44134078212291,Excellent Buy,16.680567139282733
1562430,DREDGE,2024-12-05,1999.0,76.77666922486569,Good Value,35.51775887943972
1562430,DREDGE,2024-12-05,999.0,96.77666922486569,Excellent Buy,-29.02902902902903
1562430,DREDGE,2025-01-03,1999.0,76.99714013346043,Good Value,50.025012506253134
1562430,DREDGE,2025-01-13,1289.0,85.39714013346044,Excellent Buy,22.498060512024825
1562430,DREDGE,2025-01-27,1999.0,76.99714013346043,Good Value,50.025012506253134
